BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
1,0.99537,0.996194,0.98932,0.966046,0.920793,0.766728,0.766728,0.766728,0.766728,0.70483,0.464229
